Company,Table,Machine_1,Machine_2,Machine_3
hämmerling The Tyre Company GmbH,a) Ertragslage Die Umsatzsparten basieren weiterhin auf den Unternehmensbereichen,243560,425170,
MARANGONI,Aktiva,3642311,4377652,
IHLE tires GmbH,Aktiva,771325,906156,
RR TEAM GmbH,AKTIVA,116153,106404,
GEWE Reifengroßhandel GmbH,Aktiva,244271,285156,
Trelleborg Wheel Systems Germany GmbH,Aktiva,10381,13332,
RIGDON GmbH,Aktiva,2799172,2083927,
