company name,location
G S T GmbH GERMAN SENSOR TECHNOLOGY,Holzgerlingen
Adval Tech (Germany) GmbH & Co. KG,Endingen am Kaiserstuhl
Palas GmbH,Karlsruhe
Gebrüder Schneider GmbH,Hachenburg
Gerdes GmbH,Kerpen
Mertens GmbH & Co.,Gütersloh
Arkal Automotive GmbH,Auengrund
KICO GmbH,Halver
dressel prototec gmbh,Sonnefeld
FUBA Automotive Electronics GmbH,Bad Salzdetfurth
Wind River GmbH,Ismaning
ErMa-Tec GmbH,St. Ingbert
Thermal Management Solutions,Oberboihingen
AST (Advanced Sensor Technologies),Calw
Danfoss Silicon Power GmbH,Flensburg
Kohl Automotive GmbH,Treuenbrietzen
Black Falcon GmbH & Co. KG,Meuspath
Hirotec Europe GmbH,Leonberg
P.C.S. Precision Works Germany GmbH,Cunewalde
Opel ACC GmbH,Kaiserslautern
Adient Metal Forming Technologies GmbH,Solingen
Proseat Schwarzheide GmbH,Schwarzheide
Amvian Automotive (Europe) GmbH,Geiselhöring
Hella Fahrzeugkomponenten GmbH,Bremen
WITTE Bitburg GmbH,Bitburg
Sungwoo Hitech GmbH,Niederaichbach
Webasto Schierling GmbH,Schierling
LEONI Draht GmbH,Weißenburg in Bayern
Modine Neuenkirchen GmbH,Neuenkirchen
BHC Gummi-Metall GmbH,Meckenheim
KHT Fahrzeugteile GmbH,Grevenbroich
BOS Plastics Systems Trusetal GmbH,Brotterode-Trusetal
