Firma1,URL,Ort,Top1_Machine,Maschinen_Park_Size
ADGA - Adolf Gampper GmbH,https://adga.de/de/,Mainhardt,6858806.0,200-350
Alfred Jäger GmbH,https://www.nakanishi-jaeger.com/de,Ober-Mörlen,604216.0,10-15
BEHRINGER EISELE GmbH,https://www.behringer.net/,Weilheim an der Teck,29587.0,No Match
Stanley Black & Decker Deutschland GmbH,https://www.blackanddecker.de/,Idstein,667898.0,10-15
Bohle AG,https://www.bohle.com,Haan,1167317.0,21-40
PREBENA Wilfried Bornemann GmbH & Co. KG,https://prebena.de/,Schotten,687561.0,10-15
Bayerische Maß-Industrie,https://www.bmi.de/de/,Hersbruck,931251.0,21-40
Joh. Clouth GmbH & Co. KG,https://www.clouth.com/de/clouth-group/,Hückeswagen,826004.0,15-20
Caisley International GmbH,https://www.caisley.de/,Bocholt,2419495.0,80-120
GEDORE Automotive GmbH,https://www.gedore-automotive.com/de-de/,Donaueschingen,93135.0,No Match
Paul Dümmel Werkzeugfabrik GmbH,https://www.duemmel.de/de/,Hülben,2317972.0,80-120
DALEX GmbH & Co. KG,https://www.dalex.de/,Wissen,357774.0,10-15
DreBo Werkzeugfabrik GmbH,https://www.drebo.de/,Altshausen,1563900.0,60-80
Wiha Group GmbH,https://www.wiha.com/,Schonach im Schwarzwald,3634213.0,120-200
Elektrowerkzeuge GmbH Eibenstock,https://www.eibenstock.com/de/,Eibenstock,3496509.0,120-200
HOSCH Fördertechnik Recklinghausen GmbH,https://www.hosch-international.com/wp/,Recklinghausen,102983.0,No Match
falch gmbh,https://www.falch.com/de/,Blaubeuren,4640365.0,120-200
FELO-Werkzeugfabrik GmbH,https://www.felo.com/,Neustadt (Hessen),1579089.0,60-80
Max Hilscher GmbH,https://hilschergmbh.de/,Dornstadt,2087600.0,80-120
FLEX-Elektrowerkzeuge GmbH,https://www.flex-tools.com/de-de,Steinheim an der Murr,1255576.0,40-60
Jäkel GmbH & Co. KG,https://www.jaekel.eu/,Diemelstadt,203875.0,No Match
MK-Tools-Service GmbH,https://www.mk-tools-service.de/,Hauzenberg,1936093.0,80-120
Günter Effgen GmbH,https://effgen.com/,Herrstein,2411494.0,80-120
Spezialwerkzeuge GmbH Zella-Mehlis,https://swz-zm.de/,Zella-Mehlis,3716827.0,120-200
Hartmetall-Werkzeugfabrik Paul Horn GmbH,https://www.horn-group.com,Tübingen,18636469.0,350-600
Techtronic Industries GmbH,https://www.ttigroup.com/,Winnenden,70210.0,No Match
Gleason Cutting Tools GmbH,https://www.gleason.com/de/operations/gleason-cutting-tools-gmbh-eisenbach-germany,Eisenbach (Hochschwarzwald),1463496.0,40-60
Heller Tools GmbH,https://www.hellertools.de/de/startseite/,Dinklage,1844253.0,80-120
Altrad Lescha Atika GmbH,https://www.lescha-atika.de/,Burgau,234316.0,No Match
Hürner Schweißtechnik GmbH,https://www.huerner.de/de/,Mücke,80777.0,No Match
Lessmann GmbH,https://www.lessmann.com/,Oettingen in Bayern,627369.0,10-15
SOLO Kleinmotoren GmbH,https://shop.solo.global/,Sindelfingen,670779.0,10-15
WEFA Singen GmbH,https://wefa.com/unternehmen/standorte/,Singen (Hohentwiel),3714973.0,120-200
Garant Productions GmbH,,Reutlingen,311480.0,10-15
Stanley Black & Decker Outdoor GmbH,https://www.mtdproducts.eu/,Saarbrücken,2949082.0,120-200
Steinbach & Vollmann GmbH,https://www.stuv.de/de_DE/,Heiligenhaus,233232.0,No Match
MHS Schneidetechnik GmbH,https://mhs-schneidetechnik.de/de/,Abstatt,152844.0,No Match
FRAISA GmbH Präzisionswerkzeuge,https://www.fraisa.com/de/,Willich,2678761.0,120-200
United Salon Technologies GmbH,https://www.tondeo.com/de/,Solingen,1130918.0,21-40
Inovatools Eckerle & Ertel GmbH,https://www.inovatools.eu,Kinding,4993947.0,120-200
J. König GmbH & Co. Werkzeugfabrik,https://www.j-koenig.de/,Karlsruhe,805250.0,15-20
Jäcklin GmbH,https://www.air-end.de/,Augsburg,1533687.0,60-80
FREUND VICTORIA Gartengeräte GmbH,https://www.freund-victoria.de/,Schorndorf,352222.0,10-15
Paul Maschinenfabrik GmbH & Co.,https://www.paul.eu/,Dürmentingen,814128.0,15-20
Karl-Heinz Arnold GmbH,https://www.arno.de/,Ostfildern,2960141.0,120-200
Krebs & Riedel Schleifscheibenfabrik,https://www.krebs-riedel.de/,Bad Karlshafen,3183091.0,120-200
KS Tools Werkzeuge und Maschinen GmbH,https://www.kstools.com/,Heusenstamm,524197.0,10-15
KULLEN-KOTI GmbH,https://www.kullen.de/de/,Reutlingen,1478335.0,40-60
VON ZITZEWITZ GRUPPE GmbH & Co. KG,https://www.cwalter.de/de/,Wuppertal,378195.0,10-15
TRIUSO Qualitätswerkzeuge GmbH,https://www.triuso.de/,Buchbach,153461.0,No Match
Wilh. Putsch GmbH & Co. KG,https://wilpu.com/de/start/,Remscheid,469540.0,10-15
Feinhütte Halsbrücke GmbH,https://www.feinhuette.de/de/,Halsbrücke,2907277.0,120-200
Hazet-Werk,https://www.hazet.de/de/home/,Remscheid,2343683.0,80-120
LINCOLN ELECTRIC DEUTSCHLAND GmbH,https://www.oerlikon-welding.com/de,Eisenberg (Pfalz),7771442.0,200-350
Makita Engineering Germany GmbH,https://www.makita-engineering.de/,Hamburg,1719701.0,60-80
Mesko-Pinsel GmbH,https://www.mesko.eu/,Wieseth,2857744.0,120-200
Karl Schüßler GmbH & Co. KG,https://www.k-schuessler.de/,Bodelshausen,3238450.0,120-200
CEDIMA Diamantwerkzeug- und,https://www.cedima.com/,Celle,222011.0,No Match
Fichtner & Schicht GmbH,https://fi-sch.de,Schlangen,157104.0,No Match
Klingspor AG,https://www.klingspor.de,Haiger,20789765.0,350-600
INFIELD SAFETY GmbH,https://www.infield-safety.com,Solingen,251286.0,No Match
Beissbarth GmbH,https://www.beissbarth-online.com,München,265745.0,No Match
Maschinenfabrik Otto Baier GmbH,https://www.baier-tools.com/de/home.html,Asperg,819579.0,15-20
Oregon Tool GmbH,https://www.oregonproducts.com/de_de,Fellbach,738056.0,15-20
botek Präzisionsbohrtechnik GmbH,https://www.botek.de/de/botek-start/,Riederich,13763332.0,350-600
Mogatec GmbH,https://www.mogatec.de/de/,Drebach,4164958.0,120-200
MAFELL AG,https://www.mafell.de/,Oberndorf am Neckar,2472872.0,80-120
ELORA Werkzeugfabrik GmbH,https://www.elora.de/,Remscheid,34091.0,No Match
OTEC Präzisionsfinish GmbH,https://www.otec.de/,Straubenhardt,2600234.0,120-200
Philipp Hafner GmbH & Co. KG,https://www.hafner-philipp.de/,Fellbach,654338.0,10-15
HPTec GmbH,https://www.bosch-pt.com/ww/int/en/company/de/de/,Ravensburg,2089492.0,80-120
Friedrich Duss,https://www.duss.com/de/,Neubulach,230347.0,No Match
Robert Röntgen GmbH & Co. KG,https://roentgen-saw.com/de/unternehmen/?no_cache=1,Remscheid,7377261.0,200-350
Ruwac Industriesauger GmbH,https://www.ruwac.de/,Melle,772093.0,15-20
Starcke GmbH & Co. KG,https://www.starcke.de/,Melle,6290840.0,200-350
Consul Werkstattausrüstung GmbH,https://www.consul-gmbh.com/de,Halver,565872.0,10-15
Comet Schleifscheiben GmbH,http://www.comet-d.de/,St. Ingbert,2367278.0,80-120
CERATIZIT Balzheim GmbH & Co. KG,https://www.ceratizit.com/de/unternehmen/die-ceratizit-gruppe/ceratizit-worldwide/ceratizit-balzheim/,Balzheim,19526251.0,350-600
SWM Werkzeugfabrik GmbH & Co. KG,https://www.werkzeugschmiede.de/de/,Steinbach-Hallenberg,1340209.0,40-60
TBi Industries GmbH,https://www.tbi-industries.com/de,Fernwald,629847.0,10-15
Rennsteig Werkzeuge GmbH,https://www.rennsteig.com/de/,Viernau,4830675.0,120-200
BDS Maschinen GmbH,https://www.bds-maschinen-gmbh.de/,Mönchengladbach,1012828.0,21-40
ThermoTex Nagel GmbH,https://www.thermo-tex.de/de/,Schutterwald,765231.0,15-20
BSW Zerspanungswerkzeuge GmbH,https://www.bsw-gmbh.com/,Saarwellingen,3236196.0,120-200
Hufschmied Zerspanungssysteme GmbH,https://www.hufschmied.net/,Bobingen,1909277.0,80-120
TKR Spezialwerkzeuge GmbH,https://www.tkrgroup.com/,Gevelsberg,1248301.0,40-60
Schwegler Werkzeugfabrik GmbH & Co. KG,https://www.schwegler.de/,Vöhringen,258476.0,No Match
Anton Kessel GmbH,https://www.die-werkbank.com/de/index.php,Langenenslingen,467835.0,10-15
Extricom Extrusion GmbH,http://www.extricom.de/,Lauffen am Neckar,689790.0,10-15
Orbis Will GmbH + Co. KG,https://www.orbiswill.de/,Ahaus,1550358.0,60-80
Probst GmbH,https://www.probst-handling.com/en,Erdmannhausen,817759.0,15-20
Kelch GmbH,https://www.kelch.de/,Weinstadt,750472.0,15-20
Weisskopf Werkzeuge GmbH,https://www.weisskopf-tools.de/startseite/,Meiningen,3149821.0,120-200
Koll & Cie. GmbH & Co KG,https://kollgermany.de/,Neunburg vorm Wald,1075306.0,21-40
Weitkowitz GmbH,https://www.weitkowitz.de/,Peine,1980616.0,80-120
M E S T O Spritzenfabrik,https://www.mesto.de/,Freiberg am Neckar,176421.0,No Match
CFH Löt- und Gasgeräte GmbH,https://cfh-gmbh.de/home,Offenau,50873.0,No Match
Wirth GmbH,https://www.wirth-gmbh.com/de/,Landsberg,1422936.0,40-60
Wilhelm König Maschinenbau GmbH,https://koenig-mtm.de/,Wertheim,2034766.0,80-120
wolfcraft GmbH,https://www.wolfcraft.com/en/,Kempenich,1882671.0,80-120
Zecha Hartmetallwerkzeugfabrikation GmbH,https://www.zecha.de/de/,Königsbach-Stein,1183415.0,21-40
Alfra GmbH,https://www.alfra.de/,Hockenheim,252474.0,No Match
H. Schönenberger GmbH.,https://www.schoenenberger-messer.de,Deizisau,484968.0,10-15
Eugen Lägler GmbH,https://www.laegler.com,Güglingen,459569.0,10-15
Gerd Eisenblätter GmbH,https://www.eisenblaetter.de/,Geretsried,753481.0,15-20
ZEROCLAMP GmbH,https://www.zeroclamp.com,Bruckmühl,1578816.0,60-80
ZCC Cutting Tools Europe GmbH,https://www.zccct-europe.com/,Düsseldorf,786233.0,15-20
HUNTER Deutschland GmbH,https://www.hunter.com/de/,Puchheim,268826.0,No Match
