company name,location,Technische Anlagen Start,Technische Anlagen End,Sachanlagen Start,Sachanlagen End,Start Date,End Date,Note
SÜD-Metall Beschläge GmbH,Ainring,"179.087,19","226.949,19","1.229.757,50","1.447.385,19",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/SUeD-Metall_Beschlaege_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
RUD Ketten Rieger & Dietz,Aalen,NA,NA,NA,NA,-,-,
IBF Industrielle Blechfertigung GmbH,Biberach,"1.820.205,00","2.077.425,00","1.922.829,73","2.225.500,90",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/IBF_Industrielle_Blechfertigung_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
WiRoPa GmbH,Gescher,"981.755,00","1.209.742,00","6.882.565,47","7.534.624,47",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/WiRoPa_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Peterseim GmbH & Co. KG Metallwerke,Olpe,"718.143,00","882.856,00","1.765.657,35","1.997.489,35",31.12.2021,31.12.2020,bundesanzeiger_local_stahlverarbeitung/Peterseim_GmbH_and_Co._KG_Metallwerke/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Stahlwerk Unna GmbH & Co. KG,Bönen,NA,NA,NA,NA,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Stahlwerk_Unna_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Lebronze Alloys Germany GmbH,Lüdenscheid,"1.546.913,69","1.662.405,50","2.586.207,75","2.457.096,06",31.12.2012,31.12.2011,bundesanzeiger_local_stahlverarbeitung/Lebronze_Alloys_Germany_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2012_bis_zum_31.12.2012
ArcelorMittal,Sandersdorf-Brehna,NA,NA,NA,NA,-,-,
SCHORISCH Magis GmbH,Karstädt,"692.693,00","767.091,63","1.734.445,27","1.985.405,88",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/SCHORISCH_Magis_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
SCHMEES cast Pirna GmbH,Pirna,"55.418,34","0,00","257.870,98","0,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/SCHMEES_cast_Pirna_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Leonhard Breitenbach GmbH,Siegen,"679.129,00","553.392,00","7.022.624,45","7.529.528,67",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Leonhard_Breitenbach_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Platestahl Umformtechnik GmbH,Lüdenscheid,NA,NA,NA,NA,-,-,
Silbitz Group Torgelow GmbH,Torgelow,NA,NA,NA,NA,-,-,
GWG Gasflaschenwerk Grünhain GmbH,Grünhain-Beierfeld,"799.934,50","1.114.650,50","1.346.074,78","1.732.704,31",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/GWG_Gasflaschenwerk_Gruenhain_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Hammerwerk Erft,Bad Münstereifel,"3.459.472,06","3.872.394,12","13.113.783,31","14.347.045,10",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Hammerwerk_Erft/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Esterer Aktiengesellschaft,Köln,NA,NA,NA,NA,-,-,
Schindler Handhabetechnik GmbH,Bad Königshofen im Grabfeld,"161.476,50","212.036,50","2.937.829,12","2.993.728,03",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Schindler_Handhabetechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
DK Recycling und Roheisen GmbH,Duisburg,11.708.115,9.089.252,30.796.703,26.342.058,01.06.2021,31.05.2022,bundesanzeiger_local_stahlverarbeitung/DK_Recycling_und_Roheisen_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.06.2021_bis_zum_31.05.2022
Adolf Föhl GmbH + Co. KG,Rudersberg,"2.070.607,53",1.604,"5.391.781,55",4.700,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Adolf_Foehl_GmbH_+_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Lintorfer Eisengießerei GmbH,Ratingen,"2.464.283,00",2.734,"8.850.315,29",8.331,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Lintorfer_Eisengiesserei_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
G. Schürfeld GmbH,Halver,"2.710.966,00","1.936.783,00","10.863.313,87","11.256.642,85",01.01.2018,31.12.2018,bundesanzeiger_local_stahlverarbeitung/G._Schuerfeld_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2018_bis_zum_31.12.2018
Schierle Stahlrohre GmbH & Co. KG,Neuss,"2.925.046,00","3.261.660,00","3.140.433,94","3.526.444,94",01.01.2020,31.12.2020,bundesanzeiger_local_stahlverarbeitung/Schierle_Stahlrohre_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
Eugen Geyer GmbH,Königsbach-Stein,NA,NA,"1.513.629,80","1.754.884,71",01.01.2020,31.12.2020,bundesanzeiger_local_stahlverarbeitung/Eugen_Geyer_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
Menk-Schmehmann GmbH & Co. KG,Bad Marienberg (Westerwald),"16.887,50","29.500,00","815.307,90",3.430,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Menk-Schmehmann_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
H. Hesse,Schwerte,"736.834,52","719.695,52","3.038.884,87","3.026.137,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/H._Hesse/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Richard Stenzhorn GmbH,Velbert,"2.386.271,00","1.648.074,00","5.493.687,57","4.836.298,04",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Richard_Stenzhorn_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Mannesmannröhren-Werk GmbH,Zeithain,NA,NA,NA,NA,-,-,
TUBE-TEC Rohrverformungstechnik GmbH,Nistertal,1.1.2021,"415.804,36","2.968.071,85","2.990.636,05",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/TUBE-TEC_Rohrverformungstechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Bartz-Werke GmbH,Dillingen,"2.990.677,00",3.314,"6.299.618,16",5.034,31.12.2007,31.12.2006,bundesanzeiger_local_stahlverarbeitung/Bartz-Werke_GmbH/Jahresabschluss_zum_31._Dezember_2007
Ernst Möschle Behälterbau GmbH,Ortenberg,"188.393,34","41.677,34","353.757,34","396.225,34",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Ernst_Moeschle_Behaelterbau_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Wilhelm Schulte-Wiese,Plettenberg,NA,NA,"1.540.686,00","1.647.657,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Wilhelm_Schulte-Wiese/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Busch + Kunz GmbH & Co. KG,Burbach,"2.161.054,00",2.474.969,"4.270.671,00",4.816.210,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Busch_+_Kunz_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Lenz Kämper GmbH & Co. KG,Lüdenscheid,"391.573,00","527.101,00","2.983.208,33","2.920.658,19",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Lenz_Kaemper_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
MetallArt GmbH,Salach,"1.177.625,00","939.673,00","1.796.266,21","1.873.073,22",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/MetallArt_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Metallwerk Sundern,Sundern (Sauerland),"1.651.345,00","1.934.966,00","3.096.301,08","3.448.183,68",01.07.2021,30.06.2022,bundesanzeiger_local_stahlverarbeitung/Metallwerk_Sundern/Jahresabschluss_zum_Geschaeftsjahr_vom_01.07.2021_bis_zum_30.06.2022
WICKEDER PROFILE WALZWERK GmbH,Wickede (Ruhr),"1.536.834,00","1.280.625,00","7.622.036,04","7.876.507,10",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/WICKEDER_PROFILE_WALZWERK_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Husemann & Hücking Profile GmbH,Iserlohn,"483.653,83","552.923,83","4.100.439,43","4.304.872,93",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Husemann_and_Huecking_Profile_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Dorstener Drahtwerke,Dorsten,"6.656.738,99","678.904,62","2.218.737,35","1.322.011,74",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Dorstener_Drahtwerke/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
WDM Deutenberg GmbH,Groß Pankow OT Wolfshagen,NA,NA,"6.992.070,00","0,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/WDM_Deutenberg_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Carl Stahl GmbH,Süßen,NA,NA,"470.005,00","560.259,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Carl_Stahl_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Gesenkschmiede Schneider GmbH,Aalen,NA,NA,NA,NA,-,-,
Saarschmiede GmbH Freiformschmiede,Völklingen,24.901,30.494,107.061,116.264,01.01.2020,31.12.2020,bundesanzeiger_local_stahlverarbeitung/Saarschmiede_GmbH_Freiformschmiede/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
Salzgitter Mannesmann Stahlservice GmbH,Karlsruhe,NA,NA,NA,NA,-,-,
Fr. u. H. Lüling GmbH & Co. KG,Altena,NA,NA,NA,NA,-,-,
Edelstahlwerk W. Ossenberg & Cie GmbH,Altena,NA,NA,"1.427.244,92","1.357.087,10",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Edelstahlwerk_W._Ossenberg_and_Cie_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
MK Metallfolien GmbH,Hagen,"13.298.305,35","104.524,47","53.102,85","0,00",01.07.2017,30.06.2018,bundesanzeiger_local_stahlverarbeitung/MK_Metallfolien_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.07.2017_bis_zum_30.06.2018
Gienanth GmbH,Eisenberg (Pfalz),NA,NA,"14.562.057,32","15.287.565,46",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Gienanth_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Gustav Wolf GmbH,Gütersloh,NA,NA,NA,NA,-,-,
MSW Moselstahlwerk GmbH,Trier,NA,NA,"682.441,00","683.246,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/MSW_Moselstahlwerk_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
AVIT-Hochdruck Rohrtechnik GmbH,Essen,NA,NA,NA,NA,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/AVIT-Hochdruck_Rohrtechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
HBS Hessische Bewehrungsstahl GmbH,Hattersheim am Main,NA,NA,"718.944,00","627.461,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/HBS_Hessische_Bewehrungsstahl_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Metallwerk Dinslaken GmbH & Co KG,Dinslaken,NA,NA,NA,NA,-,-,
THÖNE Metallwaren GmbH & Co. KG,Salzkotten,NA,NA,NA,NA,-,-,
Seppeler Gitterroste GmbH & Co. KG,Gütersloh,NA,NA,NA,NA,-,-,
Jürgens Gießerei GmbH & Co. KG,Emsdetten,NA,NA,NA,NA,-,-,
Drahtwerk Elisental,Neuenrade,NA,NA,"26075,77","30254,33",01.01.2017,31.12.2017,bundesanzeiger_local_stahlverarbeitung/Drahtwerk_Elisental/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2017_bis_zum_31.12.2017
WGM Winter Gerätebau,Coswig (Anhalt),NA,NA,"1.751.792,80","1.884.389,42",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/WGM_Winter_Geraetebau/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
StrikoWestofen GmbH,Wiehl,"19.790,73","26.994,73","92.319,71","166.027,78",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/StrikoWestofen_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Friedrich Wolfarth GmbH & Co. KG,Weikersheim,NA,NA,"573.448,87","645.298,87",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Friedrich_Wolfarth_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Zucker Edelstahlschmiede GmbH,Wolpertshausen,NA,NA,"1.168.247,50","1.281.660,74",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Zucker_Edelstahlschmiede_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
J. N. Eberle & Cie GmbH,Augsburg,NA,NA,NA,NA,-,-,
Dillinger Fabrik,Dillingen,NA,NA,"4.588.670,80","4.742.714,80",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Dillinger_Fabrik/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
TITAL GmbH,Bestwig,NA,NA,NA,NA,01.01.2014,31.12.2014,bundesanzeiger_local_stahlverarbeitung/TITAL_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2014_bis_zum_31.12.2014
Brück GmbH,Saarbrücken,"2.099.405,94","10.971.645,86","40.793.985,85","52.498.693,70",02.06.2017,31.12.2017,bundesanzeiger_local_stahlverarbeitung/Brueck_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_02.06.2017_bis_zum_31.12.2017
CASAR Drahtseilwerk Saar GmbH,Kirkel,"4.335.359,90","4.970.829,84","13.948.977,91","16.501.138,48",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/CASAR_Drahtseilwerk_Saar_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
SAINT-GOBAIN PAM Deutschland GmbH,Saarbrücken,"1.839.132,59","1.974.942,11","16.438.235,48","25.163.999,52",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/SAINT-GOBAIN_PAM_Deutschland_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Heuschkel Druckguß GmbH,Nürnberg,"249.688,00",2.,"249.688,00",2.,04.03.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Heuschkel_Druckguss_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_04.03.2021_bis_zum_31.12.2021
Nosta GmbH,Höchstädt a.d.Donau,"1.759.093,98","1.603.210,25","9.700.250,58","9.752.043,81",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Nosta_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Dörrenberg Edelstahl GmbH,Engelskirchen,"7.391.758,35","8.503.088,58","26.409.369,71","28.949.805,57",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Doerrenberg_Edelstahl_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Eisenwerk Arnstadt GmbH,Arnstadt,"1.444.935,11",1.775,"10.996.498,31",10.257,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Eisenwerk_Arnstadt_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Ostseestaal GmbH & Co. KG,Stralsund,"1.252.684,00","1.458.921,00","6.189.807,17","6.257.957,90",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Ostseestaal_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
VAUTID GmbH,Ostfildern,"522.316,00","469.527,00","1.024.173,27","884.127,89",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/VAUTID_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
DGH Heidenau GmbH & Co. KG,Dohna,"12.103.974,00","9.992.511,00","15.169.128,86","13.261.937,67",01.01.2018,31.12.2018,bundesanzeiger_local_stahlverarbeitung/DGH_Heidenau_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2018_bis_zum_31.12.2018
TRIDELTA Hartferrite GmbH,Hermsdorf,"700.234,16","492.469,26","1.058.767,71","916.058,21",-,-,bundesanzeiger_local_stahlverarbeitung/TRIDELTA_Hartferrite_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.07.2021_bis_zum_30.06.2022
Metallguß Sulingen GmbH,Sulingen,NA,NA,"727.244,50","780.152,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Metallguss_Sulingen_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Fröndenberger Drahtwerk GmbH,Fröndenberg/Ruhr,NA,NA,NA,NA,-,-,
PPM-Aberle GmbH & Co KG,Gutach (Schwarzwaldbahn),"3.568.692,00","2.301.163,00","5.093.218,65","3.936.961,50",01.01.2020,31.12.2020,bundesanzeiger_local_stahlverarbeitung/PPM-Aberle_GmbH_and_Co_KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
Heibi-Metall Birmann GmbH,Schopfloch,NA,NA,"821.386,51","963.434,51",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Heibi-Metall_Birmann_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
PS Laser GmbH & Co. KG,Thedinghausen,"4.756.606,00","4.288.208,00","8.895.498,64","7.702.978,89",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/PS_Laser_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Max Schön GmbH,Lübeck,"590.572,71","461.974,58","673.103,64","558.934,94",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Max_Schoen_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Reinhold Mendritzki Kaltwalzwerk GmbH,Plettenberg,"14.537.779,50","18.132.881,23","35.930.419,85","40.814.884,94",01.01.2014,31.12.2014,bundesanzeiger_local_stahlverarbeitung/Reinhold_Mendritzki_Kaltwalzwerk_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2014_bis_zum_31.12.2014
FEINGUSS BLANK GmbH,Riedlingen,NA,NA,NA,NA,-,-,
RSB Rationelle,Krayenberggemeinde,"1.866.885,00","2.510.297,00",2.106.871,2.106.871,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/RSB_Rationelle/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Ritter Leichtmetallguß GmbH,Weinstadt,"3.364.975,48","2.162.182,49","6.028.657,30","5.379.272,16",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Ritter_Leichtmetallguss_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Rudolf Flender Rohr GmbH,Siegen,"1.490.396,00","1.781.118,00","1.751.338,00","1.722.860,00",01.11.2016,30.09.2017,bundesanzeiger_local_stahlverarbeitung/Rudolf_Flender_Rohr_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.11.2016_bis_zum_30.09.2017
Saar-Hartmetall und Werkzeuge GmbH,Püttlingen,"460.649,20","466.528,20","3.442.408,37","3.371.141,23",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Saar-Hartmetall_und_Werkzeuge_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Heintzmann Holding GmbH,Bochum,NA,NA,"482.390,14","504.026,14",01.01.2020,31.12.2020,bundesanzeiger_local_stahlverarbeitung/Heintzmann_Holding_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
Schmiedag GmbH,Hagen,"3.165.816,30","3.952.739,12",31.12.2021,31.12.2020,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Schmiedag_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
GOT Godesberg Oberflächentechnik GmbH,Plettenberg,NA,NA,"23.740,00","12.221,00",01.01.2021,30.06.2021,bundesanzeiger_local_stahlverarbeitung/GOT_Godesberg_Oberflaechentechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_30.06.2021
SHB Stahl- und Hartgusswerk Bösdorf GmbH,Leipzig,"2.840.489,36",3.238,"21.458.736,57",18.131,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/SHB_Stahl-_und_Hartgusswerk_Boesdorf_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Sirch Behältertechnik GmbH,Löbichau,"357.982,00","384.023,00","1.551.673,00","1.692.825,06",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Sirch_Behaeltertechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
PRÄZI-FLACHSTAHL Aktiengesellschaft,Everswinkel,NA,NA,NA,NA,-,-,
"Stahl- und Drahtwerk Röslau,",Röslau,"1.398.720,91","1.565.437,30","8.836.007,16","9.101.726,62",01.01.2021,31.12.2021,"bundesanzeiger_local_stahlverarbeitung/Stahl-_und_Drahtwerk_Roeslau,/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021"
Stahlkontor GmbH & Co KG,Hagen,"985.402,98","1.215.603,98","3.270.907,19","3.838.568,40",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Stahlkontor_GmbH_and_Co_KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Stahlrump GmbH & Co. KG,Iserlohn,"5.936.618,63","6.237.664,63","12.178.476,21","13.544.267,40",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Stahlrump_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Steeltec GmbH,Düsseldorf,"11.541.379,01",11.960,"16.935.112,97",17.478,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Steeltec_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
PAVOY GmbH Paul van Oyen Fabrik für,Hillesheim,1.129.468,1.235.352,"1.302.243,00","1.451.097,00",01.01.2017,31.12.2017,bundesanzeiger_local_stahlverarbeitung/PAVOY_GmbH_Paul_van_Oyen_Fabrik_fuer/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2017_bis_zum_31.12.2017
Helmut Rübsamen GmbH & Co. KG,Bad Marienberg (Westerwald),NA,NA,NA,NA,-,-,
Siebfabrik Arthur Maurer GmbH & Co. KG,Mössingen,"798.824,00","679.687,00","1.339.465,94","1.061.263,56",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Siebfabrik_Arthur_Maurer_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Reinhard Tweer GmbH,Bielefeld,NA,NA,"5.543.309,38","5.825.792,38",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Reinhard_Tweer_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
Georg Group GmbH,Willroth,NA,NA,"855.999,00","918.178,00",01.01.2020,31.12.2020,bundesanzeiger_local_stahlverarbeitung/Georg_Group_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2020_bis_zum_31.12.2020
Südstahl GmbH & Co. KG,Mertingen,"1.812.906,00","1.992.465,00","5.988.973,75","5.925.702,75",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Suedstahl_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
PROGRESSIO Feinblechtechnik GmbH,Aglasterhausen,"4.442,14",2.,"424.868,73",1.,01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/PROGRESSIO_Feinblechtechnik_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
M. Gleser GmbH,Dillingen,NA,NA,"248.944,00",262,31.12.2010,31.12.2009,bundesanzeiger_local_stahlverarbeitung/M._Gleser_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2010_bis_zum_31.12.2010
Metallwarenfabrik Gemmingen GmbH,Gemmingen,NA,NA,NA,NA,01.01.2019,31.12.2019,bundesanzeiger_local_stahlverarbeitung/Metallwarenfabrik_Gemmingen_GmbH/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2019_bis_zum_31.12.2019
Barth Metallwerke GmbH & Co. KG,Olpe,NA,NA,"391.889,00","448.844,00",01.01.2021,31.12.2021,bundesanzeiger_local_stahlverarbeitung/Barth_Metallwerke_GmbH_and_Co._KG/Jahresabschluss_zum_Geschaeftsjahr_vom_01.01.2021_bis_zum_31.12.2021
