Company name,Company Url,Lohnfertigung(True/False),Produkte_1,Produkte_2,Produkte_3,Maschinen_1,Maschinen_2,Maschinen_3,Prozess_1,Prozess_2,Prozess_3,Ort,technische Anlagen und Maschinen 2021/22,Maschinen_Park_Size
CERATIZIT Balzheim GmbH & Co. KG,https://www.ceratizit.com/de/,False,Dienstleistungen,Hartmateriallösungen,Zerspanungswerkzeuglösungen,,,,,,,Empfingen,5380865.0,200-350
