Firma1,URL,Ort,Top1_Machine,Maschinen_Park_Size
IDH Anlagenbau und Montage GmbH,https://www.idh-glauchau.com/de/,Glauchau,616367.0,10-15
XBond GmbH & Co. KG,https://raeckers.de/,Ahaus,755529.0,15-20
Rudolf Rafflenbeul Stahlwarenfabrik,https://www.rafflenbeul.de/,Hagen,615637.0,10-15
BRUSS Werk Brieselang GmbH & Co. KG,https://www.bruss.de/,Brieselang,233431.0,No Match
Happich GmbH,https://www.happich.de/de/,Wuppertal,332099.0,10-15
Konvekta Aktiengesellschaft,https://www.konvekta.de/,Schwalmstadt,167517.0,No Match
KOKI TECHNIK,https://www.kokitransmission.com/,Niederwürschnitz,12303495.0,350-600
CCM Compressor & Components,http://www.nabtesco-itg.de/,Chemnitz,355422.0,10-15
Wolverine Advanced Materials GmbH,http://www.wamglobal.com/,Öhringen,1841519.0,80-120
Cotarko GmbH,https://cotarko.de/,Köln,18839547.0,350-600
INNO FRICTION GmbH,https://www.innofriction.com/,Hamm (Sieg),5988981.0,200-350
Elektro-Metall Export GmbH,https://www.eme-in.de/,Ingolstadt,492147.0,10-15
L. Schaible GmbH & Co. KG,https://www.orca-grp.de/,Villingen-Schwenningen,1383949.0,40-60
Auto Heinen GmbH,http://www.autoheinen.de/,Bad Münstereifel,4958273.0,120-200
Schieffer GmbH & Co. KG,https://schieffer-group.com/,Lippstadt,3276192.0,120-200
NAF Neunkirchener Achsenfabrik AG,https://www.nafaxles.com/,Neunkirchen am Brand,3519569.0,120-200
SEEGER ORBIS GmbH,https://www.seeger-orbis.de,Königstein im Taunus,5136612.0,200-350
Alcar Leichtmetallräder GmbH,https://www.alcar.de/,Siegburg,9338894.0,200-350
Hermann Schnierle GmbH,https://schnierle.de/,Gersthofen,251720.0,No Match
BAP Boysen Abgassysteme Plauen GmbH Co. & KG,https://www.boysen-online.de/standorte/deutschland/plauen/,Plauen,13133943.0,350-600
Metallgießerei Schüle GmbH,https://www.schuele-guss.de/,Sersheim,3086132.0,120-200
Haldex GmbH,https://www.haldex.com/de/europe/,Heidelberg,981784.0,21-40
Schürholz GmbH & Co. KG Stanztechnik,https://www.schuerholz-group.com,Plettenberg,5715400.0,200-350
Karl Etzel GmbH,https://www.karletzel-gmbh.de/,Mühlacker,6978787.0,200-350
Flex Automotive GmbH,https://flex.com/,Filderstadt,930678.0,21-40
Hammerwerk Fridingen GmbH,https://www.hammerwerk.de/,Fridingen an der Donau,2926800.0,120-200
Schweikert GmbH,https://www.schweikert-gruppe.de/,Lehrensteinsfeld,467753.0,10-15
PE Automotive GmbH & Co. KG,http://www.original-pe.com/,Wuppertal,55735.0,No Match
RMA-TSK-Kunststoffsysteme GmbH & Co KG,https://rma-tsk.de/,Sömmerda,849572.0,15-20
Hi-Lex Europe GmbH,https://www.hi-lex.com/?_setlang=de&_page=1,Schweinfurt,1051368.0,21-40
Westfalia-Automotive GmbH,https://www.westfalia-automotive.com/,Rheda-Wiedenbrück,5567305.0,200-350
NOFFZ Technologies GmbH,https://noffz.com/,Tönisvorst,67698.0,No Match
Gubesch GmbH,https://www.gubesch-group.de/,Wilhelmsdorf,331808.0,10-15
Gentherm GmbH,https://www.gentherm.com/,Odelzhausen,2517740.0,120-200
Franz Kiel GmbH,https://kiel-seating.com/,Nördlingen,264998.0,No Match
Alhorn GmbH & Co. KG,https://www.alhorn.de/de/,Lübbecke,43786.0,No Match
PPG Hemmelrath Lackfabrik GmbH,http://www.hemmelrath.de/,Klingenberg am Main,6207484.0,200-350
MicroFuzzy Industrie-Elektronic GmbH,https://www.microfuzzy.com/en/,München,42240.0,No Match
Haartz GmbH,http://www.haartz.com/,Mannheim,1040273.0,21-40
Trompetter Guss GmbH & Co. KG,https://www.trompetter-guss.de/,Bindlach,928974.0,21-40
KMS Gesenkschmiede GmbH,https://www.kms-solingen.de/seite_0_0_0.html,Solingen,193675.0,No Match
Optibelt GmbH,https://www.optibelt.com/de/home/,Höxter,201799.0,No Match
SCHRAMM Coatings GmbH,https://www.akzonobel.com/en/about-us/our-locations/schramm-coatings-gmbh,Offenbach am Main,1849163.0,80-120
Ortrander Eisenhütte GmbH,https://www.ortrander.de/,Ortrand,4365284.0,120-200
VCST Reichenbach GmbH,https://bmt.be/,Reichenbach im Vogtland OT Mylau,459457.0,10-15
HMT Heldener Metalltechnik GmbH & Co. KG,https://www.hmt-automotive.com/,Attendorn,4637365.0,120-200
Dichtungstechnik Wallstabe & Schneider,https://www.wallstabe-schneider.de/,Niederwinkling,11346447.0,350-600
I.G. Bauerhin GmbH,https://www.bauerhin.com/,Gründau,3306145.0,120-200
Erich Jaeger GmbH + Co. KG,https://www.erich-jaeger.com/de/,Friedberg (Hessen),21948.0,No Match
Karosseriewerke Dresden GmbH,https://www.kwdag.com/standorte/deutschland/radeberg,Radeberg,10922067.0,350-600
Meleghy Automotive GmbH & Co. KG,http://meleghyautomotive.de/,Wilnsdorf,9509234.0,200-350
FLABEG Automotive Group GmbH,https://www.flabeg.com/,Nürnberg,80649.0,No Match
Jifeng Automotive Interior GmbH,https://jifeng-automotive.com/,Kitzingen,215938.0,No Match
KW automotive GmbH,https://www.kwsuspensions.de/,Fichtenberg,2706330.0,120-200
Komax Testing Germany GmbH,https://www.t-s-k.de/,Porta Westfalica,168932.0,No Match
Siebenhaar Antriebstechnik GmbH,https://www.siebenhaar-antriebstechnik.com/,Hofgeismar,3210534.0,120-200
Global Safety Textiles GmbH,https://www.global-safety-textiles.com/,Maulburg,1083971.0,21-40
Martin Stanz- und Umformtechnik GmbH,https://www.martin-metall.de/,Parsberg,228508.0,No Match
HELBAKO GmbH,https://helbako.com/,Heiligenhaus,1616939.0,60-80
MD Elektronik GmbH,https://www.md-elektronik.com/de/,Waldkraiburg,5238285.0,200-350
Thule GmbH,https://www.thule.com/de-de/,Neumarkt i.d.OPf.,3216928.0,120-200
KAMEI GmbH & Co. KG,https://www.kamei.de/,Wolfsburg,744987.0,15-20
Valeo Thermal Commercial Vehicles,https://www.valeo-thermalbus.com/,Gilching,862867.0,15-20
Paul Kauth GmbH & Co. KG,https://www.kauth.de/,Denkingen,6634075.0,200-350
Geiger Automotive GmbH,https://www.geigerautomotive.com/,Murnau am Staffelsee,12499944.0,350-600
Minda Schenk Plastic Solutions GmbH,http://www.schenk-ps.de/,Köngen,4018056.0,120-200
FELSOMAT GmbH & Co. KG,https://www.felsomat.de/,Königsbach-Stein,1654511.0,60-80
Wethje Carbon Composites GmbH,https://www.wethje-gmbh.com/,Hengersberg,1712894.0,60-80
RSG Elotech,https://www.rsg-elotech.de/,Bad Lobenstein,4325369.0,120-200
F. Hesterberg & Söhne GmbH & Co. KG,https://www.hestal.de/,Ennepetal,111523.0,No Match
COEXAL GmbH,https://coexal.de/,Georgenthal OT Schönau vor dem Walde,2690141.0,120-200
Böckmann Fahrzeugwerke GmbH,https://www.boeckmann.com/de/,Lastrup,2182644.0,80-120
GEBRA GmbH & Co.,https://www.gebra.com/,Hennef (Sieg),740401.0,15-20
SOGEFI HD SUSPENSIONS Germany GmbH,https://www.sogefigroup.com/de/index.html,Hagen,12586579.0,350-600
Proseat GmbH & Co. KG,https://proseat.eu/,Mörfelden-Walldorf,1693041.0,60-80
Franken Guss GmbH & Co. KG,https://www.frankenguss.de/de/,Kitzingen,7640035.0,200-350
SchmitterGroup GmbH,https://www.schmittergroup.de/de/,Thüngen,2081513.0,80-120
Hitachi Astemo Aftermarket Germany GmbH,http://www.hueco.com/,Espelkamp,518124.0,10-15
ETO MAGNETIC GmbH,https://www.etogruppe.com/unternehmen/eto-weltweit/stockach-deutschland.html,Stockach,22662358.0,350-600
Bergmann Automotive GmbH,https://www.bergmann-automotive.de/,Barsinghausen,6583647.0,200-350
BJ Automotive GmbH,https://www.bjautomotive.de/de/,Hamm,45640.0,No Match
MSSC AHLE GmbH,https://www.ahle-federn.com/,Lindlar,3593132.0,120-200
Akkumulatorenfabrik Moll,https://www.moll-batterien.de/de/index.php,Bad Staffelstein,7913317.0,200-350
Autoneum Germany GmbH,https://www.autoneum.com/,Roßdorf,9589304.0,200-350
Eisenwerk Hasenclever & Sohn GmbH,https://hasenclever.com/,Battenberg (Eder),8800203.0,200-350
ALCAR DEUTSCHLAND GMBH,https://www.alcar.de/,Siegburg,119351.0,No Match
GTG Gummitechnik,http://www.gtg-group.com/,Gundelfingen a.d.Donau,2436845.0,80-120
Gersfelder Metallwaren GmbH,https://www.gersfelder-metallwaren.de/,Gersfeld (Rhön),1928191.0,80-120
Jokon GmbH,https://www.jokon.de/,Bonn,711305.0,15-20
BFG Feinguss GmbH,http://www.bfg-feinguss.de/,Moers,540384.0,10-15
Ibeo Automotive Systems GmbH,https://microvision.com/,Hamburg,1014825.0,21-40
C+M Utescheny Spritzgießtechnik GmbH,http://www.utescheny.de/index.php/de/,Zaisenhausen,2406084.0,80-120
Sika Automotive Frankfurt-Worms GmbH,https://www.sika.com/,Worms,8442741.0,200-350
Walter Automobiltechnik GmbH,https://www.wat-berlin.de/,Berlin,11581611.0,350-600
Batal Präzisionswellen GmbH,http://www.batal.de/,Lauf an der Pegnitz,4509328.0,120-200
Neuman Aluminium Fließpresswerk GmbH,https://www.neuman.at/,Rottenburg am Neckar,2289104.0,80-120
MFT Motoren und Fahrzeugtechnik GmbH,https://mft-cunewalde.de/,Cunewalde,7451781.0,200-350
MT Technologies GmbH,http://www.misslbeck.de/,Ingolstadt,4745608.0,120-200
STEMA Metalleichtbau GmbH,https://www.stema.de/de/,Großenhain,2494731.0,80-120
AGA Zerspanungstechnik Gera GmbH,https://www.samag.de/samag-group/automotive-industrieteile/innovation/aga-zerspanungstechnik-gera-gmbh/,Gera,5778090.0,200-350
Musashi Hann. Muenden Machining GmbH & Co. KG,https://www.eu.musashi-group.com/,Hann. Münden,2679804.0,120-200
ModellTechnik Rapid Prototyping GmbH,https://www.modelltechnik.de/,Waltershausen,3020655.0,120-200
MöllerTech Thüringen GmbH,https://www.moellergroup.com/de/moellergroup/,Ohrdruf,439885.0,10-15
Sedlmayer GmbH,https://www.sedlmayer-gmbh.de/,Triptis,7334540.0,200-350
Richard Fritz Holding GmbH,https://www.sisecam.com.tr/de/uber-uns/sisecam-in-deutschland,Besigheim,1975578.0,80-120
BING Power Systems GmbH,https://www.bingpower.de/,Nürnberg,202698.0,No Match
DMB Metallverarbeitung GmbH,https://dmb-metallverarbeitung.de/,Grünhain-Beierfeld,1682043.0,60-80
FEMEG Feinmechanik + Gerätebau,https://www.femeg.com/,Kirchheimbolanden,2185379.0,80-120
Kauth Finnentrop GmbH & Co KG,https://www.kauth.de/,Finnentrop,3795190.0,120-200
Steinkamp Maschinenbau,https://www.stkm.de/,Espelkamp,439443.0,10-15
Langen CNC Metalltechnik GmbH & Co. KG,https://langen-cnc.de/,Hilkenbrook,305124.0,10-15
Hörauf & Kohler GmbH,https://www.hoeko.com/,Augsburg,139377.0,No Match
PEINER Umformtechnik GmbH,https://www.peiner-ut.com/,Peine,93288.0,No Match
PARAVAN GmbH,https://www.paravan.de/,Pfronstetten,480076.0,10-15
AET - Auto-Ersatzteile-Großhandel GmbH,https://www.aet-auto.de/,Reutlingen,30283.0,No Match
P. C. Turck,https://pcturck.de/de/,Lüdenscheid,2397340.0,80-120
Gebr. Binder GmbH Metallwarenfabrik,https://www.gebr-binder.de/,Neenstetten,6376735.0,200-350
Hanwha Advanced Materials Germany GmbH,https://www.hanwha.com/de.html,Dietfurt an der Altmühl,3063061.0,120-200
Trucktec Automotive GmbH,https://www.trucktec.de/startseite/,St. Ingbert,118607.0,No Match
SCHROTH Safety Products GmbH,https://www.schroth.com/de/,Arnsberg,358174.0,10-15
Lydall Gerhardi GmbH & Co. KG,http://www.lydall.com/company/locations/,Meinerzhagen,10397045.0,350-600
Kokinetics GmbH,https://www.kokinetics.de/,Kriftel,3733193.0,120-200
TR Plast GmbH,https://tr-plast.de/,Neumarkt i.d.OPf.,409743.0,10-15
J & S GmbH Automotive Technology,https://www.jus-automotive.com/,Wustermark,5384578.0,200-350
